"date","site_id","station_id","rainfall_mm"
"11/03/2017","DWS",9,0
"11/03/2017","DWS",10,0
"11/03/2017","DWS",11,0
"11/03/2017","DWS",12,0
"11/03/2017","DWS",13,0
"11/03/2017","DWS",14,0
"11/03/2017","DWS",15,0
"11/03/2017","DWS",16,0
"11/03/2017","DWS",17,0
"11/04/2017","RWS",1,0
"11/04/2017","RWS",2,0
"11/04/2017","RWS",3,0
"11/04/2017","RWS",4,0
"11/04/2017","RWS",5,0
"11/04/2017","RWS",6,0
"11/04/2017","RWS",7,0
"11/04/2017","RWS",8,0
"11/04/2017","RWS",9,0
"11/04/2017","RWS",10,0
"11/04/2017","RWS",11,0
"11/04/2017","RWS",12,0
"11/04/2017","RWS",13,0
"11/04/2017","RWS",14,0
"11/04/2017","RWS",15,0
"11/04/2017","RWS",16,0
"11/04/2017","RWS",17,0
"11/04/2017","NWS",1,0
"11/04/2017","NWS",2,0
"11/04/2017","NWS",3,0
"11/04/2017","NWS",4,0
"11/04/2017","NWS",5,0
"11/04/2017","NWS",6,0
"11/04/2017","NWS",7,0
"11/04/2017","NWS",8,0
"11/04/2017","NWS",9,0
"11/04/2017","NWS",10,0
"11/04/2017","NWS",11,0
"11/04/2017","NWS",12,0
"11/04/2017","NWS",13,0
"11/04/2017","NWS",14,0
"11/04/2017","NWS",15,0
"11/04/2017","NWS",16,0
"11/04/2017","NWS",17,0
"11/04/2017","DWS",1,0
"11/04/2017","DWS",2,0
"11/04/2017","DWS",3,0
"11/04/2017","DWS",4,0
"11/04/2017","DWS",5,0
"11/04/2017","DWS",6,0
"11/04/2017","DWS",7,0
"11/04/2017","DWS",8,0
"11/04/2017","DWS",9,0
"11/04/2017","DWS",10,0
"11/04/2017","DWS",11,0
"11/04/2017","DWS",12,0
"11/04/2017","DWS",13,0
"11/04/2017","DWS",14,0
"11/04/2017","DWS",15,0
"11/04/2017","DWS",16,0
"11/04/2017","DWS",17,0
"11/05/2017","RWS",1,0
"11/05/2017","RWS",2,0
"11/05/2017","RWS",3,0
"11/05/2017","RWS",4,0
"11/05/2017","RWS",5,0
"11/05/2017","RWS",6,0
"11/05/2017","RWS",7,0
"11/05/2017","RWS",8,0
"11/05/2017","RWS",9,0
"11/05/2017","RWS",10,0
"11/05/2017","RWS",11,0
"11/05/2017","RWS",12,0
"11/05/2017","RWS",13,0
"11/05/2017","RWS",14,0
"11/05/2017","RWS",15,0
"11/05/2017","RWS",16,0
"11/05/2017","RWS",17,0
"11/05/2017","NWS",1,0
"11/05/2017","NWS",2,0
"11/05/2017","NWS",3,0
"11/05/2017","NWS",4,0
"11/05/2017","NWS",5,0
"11/05/2017","NWS",6,0
"11/05/2017","NWS",7,0
"11/05/2017","NWS",8,0
"11/05/2017","NWS",9,0
"11/05/2017","NWS",10,0
"11/05/2017","NWS",11,0
"11/05/2017","NWS",12,0
"11/05/2017","NWS",13,0
"11/05/2017","NWS",14,0
"11/05/2017","NWS",15,0
"11/05/2017","NWS",16,0
"11/05/2017","NWS",17,0
"11/05/2017","DWS",1,0
"11/05/2017","DWS",2,0
"11/05/2017","DWS",3,0
"11/05/2017","DWS",4,0
"11/05/2017","DWS",5,0
"11/05/2017","DWS",6,0
"11/05/2017","DWS",7,0
"11/05/2017","DWS",8,0
"11/05/2017","DWS",9,0
"11/05/2017","DWS",10,0
"11/05/2017","DWS",11,0
"11/05/2017","DWS",12,0
"11/05/2017","DWS",13,0
"11/05/2017","DWS",14,0
"11/05/2017","DWS",15,0
"11/05/2017","DWS",16,0
"11/05/2017","DWS",17,0
"11/06/2017","RWS",1,0
"11/06/2017","RWS",2,0
"11/06/2017","RWS",3,0
"11/06/2017","RWS",4,0
"11/06/2017","RWS",5,0
"11/06/2017","RWS",6,0
"11/06/2017","RWS",7,0
"11/06/2017","RWS",8,0
"11/06/2017","RWS",9,0
"11/06/2017","RWS",10,0
"11/06/2017","RWS",11,0
"11/06/2017","RWS",12,0
"11/06/2017","RWS",13,0
"11/06/2017","RWS",14,0
"11/06/2017","RWS",15,0
"11/06/2017","RWS",16,0
"11/06/2017","RWS",17,0
"11/06/2017","NWS",1,0
"11/06/2017","NWS",2,0
"11/06/2017","NWS",3,0
"11/06/2017","NWS",4,0
"11/06/2017","NWS",5,0
"11/06/2017","NWS",6,0
"11/06/2017","NWS",7,0
"11/06/2017","NWS",8,0
"11/06/2017","NWS",9,0
"11/06/2017","NWS",10,0
"11/06/2017","NWS",11,0
"11/06/2017","NWS",12,0
"11/06/2017","NWS",13,0
"11/06/2017","NWS",14,0
"11/06/2017","NWS",15,0
"11/06/2017","NWS",16,0
"11/06/2017","NWS",17,0
"11/06/2017","DWS",1,0
"11/06/2017","DWS",2,0
"11/06/2017","DWS",3,0
"11/06/2017","DWS",4,0
"11/06/2017","DWS",5,0
"11/06/2017","DWS",6,0
"11/06/2017","DWS",7,0
"11/06/2017","DWS",8,0
"11/06/2017","DWS",9,0
"11/06/2017","DWS",10,0
"11/06/2017","DWS",11,0
"11/06/2017","DWS",12,0
"11/06/2017","DWS",13,0
"11/06/2017","DWS",14,0
"11/06/2017","DWS",15,0
"11/06/2017","DWS",16,0
"11/06/2017","DWS",17,0
"11/07/2017","RWS",1,0
"11/07/2017","RWS",2,0
"11/07/2017","RWS",3,0
"11/07/2017","RWS",4,0
"11/07/2017","RWS",5,0
"11/07/2017","RWS",6,0
"11/07/2017","RWS",7,0
"11/07/2017","RWS",8,0
"11/07/2017","RWS",9,0
"11/07/2017","RWS",10,0
"11/07/2017","RWS",11,0
"11/07/2017","RWS",12,0
"11/07/2017","RWS",13,0
"11/07/2017","RWS",14,0
"11/07/2017","RWS",15,0
"11/07/2017","RWS",16,0
"11/07/2017","RWS",17,0
"11/07/2017","NWS",1,0
"11/07/2017","NWS",2,0
"11/07/2017","NWS",3,0
"11/07/2017","NWS",4,0
"11/07/2017","NWS",5,0
"11/07/2017","NWS",6,0
"11/07/2017","NWS",7,0
"11/07/2017","NWS",8,0
"11/07/2017","NWS",9,0
"11/07/2017","NWS",10,0
"11/07/2017","NWS",11,0
"11/07/2017","NWS",12,0
"11/07/2017","NWS",13,0
"11/07/2017","NWS",14,0
"11/07/2017","NWS",15,0
"11/07/2017","NWS",16,0
"11/07/2017","NWS",17,0
"11/07/2017","DWS",1,0
"11/07/2017","DWS",2,0
"11/07/2017","DWS",3,0
"11/07/2017","DWS",4,0
"11/07/2017","DWS",5,0
"11/07/2017","DWS",6,0
"11/07/2017","DWS",7,0
"11/07/2017","DWS",8,0
"11/07/2017","DWS",9,0
"11/07/2017","DWS",10,0
"11/07/2017","DWS",11,0
"11/07/2017","DWS",12,0
"11/07/2017","DWS",13,0
"11/07/2017","DWS",14,0
"11/07/2017","DWS",15,0
"11/07/2017","DWS",16,0
"11/07/2017","DWS",17,0
"11/08/2017","RWS",1,0
"11/08/2017","RWS",2,0
"11/08/2017","RWS",3,0
"11/08/2017","RWS",4,0
"11/08/2017","RWS",5,0
"11/08/2017","RWS",6,0
"11/08/2017","RWS",7,0
"11/08/2017","RWS",8,0
"11/08/2017","RWS",9,0
"11/08/2017","RWS",10,0
"11/08/2017","RWS",11,0
"11/08/2017","RWS",12,0
"11/08/2017","RWS",13,0
"11/08/2017","RWS",14,0
"11/08/2017","RWS",15,0
"11/08/2017","RWS",16,0
"11/08/2017","RWS",17,0
"11/08/2017","NWS",1,0
"11/08/2017","NWS",2,0
"11/08/2017","NWS",3,0
"11/08/2017","NWS",4,0
"11/08/2017","NWS",5,0
"11/08/2017","NWS",6,0
"11/08/2017","NWS",7,0
"11/08/2017","NWS",8,0
"11/08/2017","NWS",9,0
"11/08/2017","NWS",10,0
"11/08/2017","NWS",11,0
"11/08/2017","NWS",12,0
"11/08/2017","NWS",13,0
"11/08/2017","NWS",14,0
"11/08/2017","NWS",15,0
"11/08/2017","NWS",16,0
"11/08/2017","NWS",17,0
"11/08/2017","DWS",1,0
"11/08/2017","DWS",2,0
"11/08/2017","DWS",3,0
"11/08/2017","DWS",4,0
"11/08/2017","DWS",5,0
"11/08/2017","DWS",6,0
"11/08/2017","DWS",7,0
"11/08/2017","DWS",8,0
"11/08/2017","DWS",9,0
"11/08/2017","DWS",10,0
"11/08/2017","DWS",11,0
"11/08/2017","DWS",12,0
"11/08/2017","DWS",13,0
"11/08/2017","DWS",14,0
"11/08/2017","DWS",15,0
"11/08/2017","DWS",16,0
"11/08/2017","DWS",17,0
"11/09/2017","RWS",1,0
"11/09/2017","RWS",2,0
"11/09/2017","RWS",3,0
"11/09/2017","RWS",4,0
"11/09/2017","RWS",5,0
"11/09/2017","RWS",6,0
"11/09/2017","RWS",7,0
"11/09/2017","RWS",8,0
"11/09/2017","RWS",9,0
"11/09/2017","RWS",10,0
"11/09/2017","RWS",11,0
"11/09/2017","RWS",12,0
"11/09/2017","RWS",13,0
"11/09/2017","RWS",14,0
"11/09/2017","RWS",15,0
"11/09/2017","RWS",16,0
"11/09/2017","RWS",17,0
"11/09/2017","NWS",1,0
"11/09/2017","NWS",2,0
"11/09/2017","NWS",3,0
"11/09/2017","NWS",4,0
"11/09/2017","NWS",5,0
"11/09/2017","NWS",6,0
"11/09/2017","NWS",7,0
"11/09/2017","NWS",8,0
"11/09/2017","NWS",9,0
"11/09/2017","NWS",10,0
"11/09/2017","NWS",11,0
"11/09/2017","NWS",12,0
"11/09/2017","NWS",13,0
"11/09/2017","NWS",14,0
"11/09/2017","NWS",15,0
"11/09/2017","NWS",16,0
"11/09/2017","NWS",17,0
"11/09/2017","DWS",1,0
"11/09/2017","DWS",2,0
"11/09/2017","DWS",3,0
"11/09/2017","DWS",4,0
"11/09/2017","DWS",5,0
"11/09/2017","DWS",6,0
"11/09/2017","DWS",7,0
"11/09/2017","DWS",8,0
"11/09/2017","DWS",9,0
"11/09/2017","DWS",10,0
"11/09/2017","DWS",11,0
"11/09/2017","DWS",12,0
"11/09/2017","DWS",13,0
"11/09/2017","DWS",14,0
"11/09/2017","DWS",15,0
"11/09/2017","DWS",16,0
"11/09/2017","DWS",17,0
"11/10/2017","RWS",1,0
"11/10/2017","RWS",2,0
"11/10/2017","RWS",3,0
"11/10/2017","RWS",4,0
"11/10/2017","RWS",5,0
"11/10/2017","RWS",6,0
"11/10/2017","RWS",7,0
"11/10/2017","RWS",8,0
"11/10/2017","RWS",9,0
"11/10/2017","RWS",10,0
"11/10/2017","RWS",11,0
"11/10/2017","RWS",12,0
"11/10/2017","RWS",13,0
"11/10/2017","RWS",14,0
"11/10/2017","RWS",15,0
"11/10/2017","RWS",16,0
"11/10/2017","RWS",17,0
"11/10/2017","NWS",1,0
"11/10/2017","NWS",2,0
"11/10/2017","NWS",3,0
"11/10/2017","NWS",4,0
"11/10/2017","NWS",5,0
"11/10/2017","NWS",6,0
"11/10/2017","NWS",7,0
"11/10/2017","NWS",8,0
"11/10/2017","NWS",9,0
"11/10/2017","NWS",10,0
"11/10/2017","NWS",11,0
"11/10/2017","NWS",12,0
"11/10/2017","NWS",13,0
"11/10/2017","NWS",14,0
"11/10/2017","NWS",15,0
"11/10/2017","NWS",16,0
"11/10/2017","NWS",17,0
"11/10/2017","DWS",1,0
"11/10/2017","DWS",2,0
"11/10/2017","DWS",3,0
"11/10/2017","DWS",4,0
"11/10/2017","DWS",5,0
"11/10/2017","DWS",6,0
"11/10/2017","DWS",7,0
"11/10/2017","DWS",8,0
"11/10/2017","DWS",9,0
"11/10/2017","DWS",10,0
"11/10/2017","DWS",11,0
"11/10/2017","DWS",12,0
"11/10/2017","DWS",13,0
"11/10/2017","DWS",14,0
"11/10/2017","DWS",15,0
"11/10/2017","DWS",16,0
"11/10/2017","DWS",17,0
"11/11/2017","RWS",1,0
"11/11/2017","RWS",2,0
"11/11/2017","RWS",3,0
"11/11/2017","RWS",4,0
"11/11/2017","RWS",5,0
"11/11/2017","RWS",6,0
"11/11/2017","RWS",7,0
"11/11/2017","RWS",8,0
"11/11/2017","RWS",9,0
"11/11/2017","RWS",10,0
"11/11/2017","RWS",11,0
"11/11/2017","RWS",12,0
"11/11/2017","RWS",13,0
"11/11/2017","RWS",14,0
"11/11/2017","RWS",15,0
"11/11/2017","RWS",16,0
"11/11/2017","RWS",17,0
"11/11/2017","NWS",1,0
"11/11/2017","NWS",2,0
"11/11/2017","NWS",3,0
"11/11/2017","NWS",4,0
"11/11/2017","NWS",5,0
"11/11/2017","NWS",6,0
"11/11/2017","NWS",7,0
"11/11/2017","NWS",8,0
"11/11/2017","NWS",9,0
"11/11/2017","NWS",10,0
"11/11/2017","NWS",11,0
"11/11/2017","NWS",12,0
"11/11/2017","NWS",13,0
"11/11/2017","NWS",14,0
"11/11/2017","NWS",15,0
"11/11/2017","NWS",16,0
"11/11/2017","NWS",17,0
"11/11/2017","DWS",1,0
"11/11/2017","DWS",2,0
"11/11/2017","DWS",3,0
"11/11/2017","DWS",4,0
"11/11/2017","DWS",5,0
"11/11/2017","DWS",6,0
"11/11/2017","DWS",7,0
"11/11/2017","DWS",8,0
"11/11/2017","DWS",9,0
"11/11/2017","DWS",10,0
"11/11/2017","DWS",11,0
"11/11/2017","DWS",12,0
"11/11/2017","DWS",13,0
"11/11/2017","DWS",14,0
"11/11/2017","DWS",15,0
"11/11/2017","DWS",16,0
"11/11/2017","DWS",17,0
"11/12/2017","RWS",1,0
"11/12/2017","RWS",2,0
"11/12/2017","RWS",3,0
"11/12/2017","RWS",4,0
"11/12/2017","RWS",5,0
"11/12/2017","RWS",6,0
"11/12/2017","RWS",7,0
"11/12/2017","RWS",8,0
"11/12/2017","RWS",9,0
"11/12/2017","RWS",10,0
"11/12/2017","RWS",11,0
"11/12/2017","RWS",12,0
"11/12/2017","RWS",13,0
"11/12/2017","RWS",14,0
"11/12/2017","RWS",15,0
"11/12/2017","RWS",16,0
"11/12/2017","RWS",17,0
"11/12/2017","NWS",1,0
"11/12/2017","NWS",2,0
"11/12/2017","NWS",3,0
"11/12/2017","NWS",4,0
"11/12/2017","NWS",5,0
"11/12/2017","NWS",6,0
"11/12/2017","NWS",7,0
"11/12/2017","NWS",8,0
"11/12/2017","NWS",9,0
"11/12/2017","NWS",10,0
"11/12/2017","NWS",11,0
"11/12/2017","NWS",12,0
"11/12/2017","NWS",13,0
"11/12/2017","NWS",14,0
"11/12/2017","NWS",15,0
"11/12/2017","NWS",16,0
"11/12/2017","NWS",17,0
"11/12/2017","DWS",1,0
"11/12/2017","DWS",2,0
"11/12/2017","DWS",3,0
"11/12/2017","DWS",4,0
"11/12/2017","DWS",5,0
"11/12/2017","DWS",6,0
"11/12/2017","DWS",7,0
"11/12/2017","DWS",8,0
"11/12/2017","DWS",9,0
"11/12/2017","DWS",10,0
"11/12/2017","DWS",11,0
"11/12/2017","DWS",12,0
"11/12/2017","DWS",13,0
"11/12/2017","DWS",14,0
"11/12/2017","DWS",15,0
"11/12/2017","DWS",16,0
"11/12/2017","DWS",17,0
"11/13/2017","RWS",1,0
"11/13/2017","RWS",2,0
"11/13/2017","RWS",3,0
"11/13/2017","RWS",4,0
"11/13/2017","RWS",5,0
"11/13/2017","RWS",6,0
"11/13/2017","RWS",7,0
"11/13/2017","RWS",8,0
"11/13/2017","RWS",9,0
"11/13/2017","RWS",10,0
"11/13/2017","RWS",11,0
"11/13/2017","RWS",12,0
"11/13/2017","RWS",13,0
"11/13/2017","RWS",14,0
"11/13/2017","RWS",15,0
"11/13/2017","RWS",16,0
"11/13/2017","RWS",17,0
"11/13/2017","NWS",1,0
"11/13/2017","NWS",2,0
"11/13/2017","NWS",3,0
"11/13/2017","NWS",4,0
"11/13/2017","NWS",5,0
"11/13/2017","NWS",6,0
"11/13/2017","NWS",7,0
"11/13/2017","NWS",8,0
"11/13/2017","NWS",9,0
"11/13/2017","NWS",10,0
"11/13/2017","NWS",11,0
"11/13/2017","NWS",12,0
"11/13/2017","NWS",13,0
"11/13/2017","NWS",14,0
"11/13/2017","NWS",15,0
"11/13/2017","NWS",16,0
"11/13/2017","NWS",17,0
"11/13/2017","DWS",1,0
"11/13/2017","DWS",2,0
"11/13/2017","DWS",3,0
"11/13/2017","DWS",4,0
"11/13/2017","DWS",5,0
"11/13/2017","DWS",6,0
"11/13/2017","DWS",7,0
"11/13/2017","DWS",8,0
"11/13/2017","DWS",9,0
"11/13/2017","DWS",10,0
"11/13/2017","DWS",11,0
"11/13/2017","DWS",12,0
"11/13/2017","DWS",13,0
"11/13/2017","DWS",14,0
"11/13/2017","DWS",15,0
"11/13/2017","DWS",16,0
"11/13/2017","DWS",17,0
"11/14/2017","RWS",1,0
"11/14/2017","RWS",2,0
"11/14/2017","RWS",3,0
"11/14/2017","RWS",4,0
"11/14/2017","RWS",5,0
"11/14/2017","RWS",6,0
"11/14/2017","RWS",7,0
"11/14/2017","RWS",8,0
"11/14/2017","RWS",9,0
"11/14/2017","RWS",10,0
"11/14/2017","RWS",11,0
"11/14/2017","RWS",12,0
"11/14/2017","RWS",13,0
"11/14/2017","RWS",14,0
"11/14/2017","RWS",15,0
"11/14/2017","RWS",16,0
"11/14/2017","RWS",17,0
"11/14/2017","NWS",1,0
"11/14/2017","NWS",2,0
"11/14/2017","NWS",3,0
"11/14/2017","NWS",4,0
"11/14/2017","NWS",5,0
"11/14/2017","NWS",6,0
"11/14/2017","NWS",7,0
"11/14/2017","NWS",8,0
"11/14/2017","NWS",9,0
"11/14/2017","NWS",10,0
"11/14/2017","NWS",11,0
"11/14/2017","NWS",12,0
"11/14/2017","NWS",13,0
"11/14/2017","NWS",14,0
"11/14/2017","NWS",15,0
"11/14/2017","NWS",16,0
"11/14/2017","NWS",17,0
"11/14/2017","DWS",1,0
"11/14/2017","DWS",2,0
"11/14/2017","DWS",3,0
"11/14/2017","DWS",4,0
"11/14/2017","DWS",5,0
"11/14/2017","DWS",6,0
"11/14/2017","DWS",7,0
"11/14/2017","DWS",8,0
"11/14/2017","DWS",9,0
"11/14/2017","DWS",10,0
"11/14/2017","DWS",11,0
"11/14/2017","DWS",12,0
"11/14/2017","DWS",13,0
"11/14/2017","DWS",14,0
"11/14/2017","DWS",15,0
"11/14/2017","DWS",16,0
"11/14/2017","DWS",17,0
"11/15/2017","RWS",1,0
"11/15/2017","RWS",2,0
"11/15/2017","RWS",3,0
"11/15/2017","RWS",4,0
"11/15/2017","RWS",5,0
"11/15/2017","RWS",6,0
"11/15/2017","RWS",7,0
"11/15/2017","RWS",8,0
"11/15/2017","RWS",9,0
"11/15/2017","RWS",10,0
"11/15/2017","RWS",11,0
"11/15/2017","RWS",12,0
"11/15/2017","RWS",13,0
"11/15/2017","RWS",14,0
"11/15/2017","RWS",15,0
"11/15/2017","RWS",16,0
"11/15/2017","RWS",17,0
"11/15/2017","NWS",1,0
"11/15/2017","NWS",2,0
"11/15/2017","NWS",3,0
"11/15/2017","NWS",4,0
"11/15/2017","NWS",5,0
"11/15/2017","NWS",6,0
"11/15/2017","NWS",7,0
"11/15/2017","NWS",8,0
"11/15/2017","NWS",9,0
"11/15/2017","NWS",10,0
"11/15/2017","NWS",11,0
"11/15/2017","NWS",12,0
"11/15/2017","NWS",13,0
"11/15/2017","NWS",14,0
"11/15/2017","NWS",15,0
"11/15/2017","NWS",16,0
"11/15/2017","NWS",17,0
"11/15/2017","DWS",1,0
"11/15/2017","DWS",2,0
"11/15/2017","DWS",3,0
"11/15/2017","DWS",4,0
"11/15/2017","DWS",5,0
"11/15/2017","DWS",6,0
"11/15/2017","DWS",7,0
"11/15/2017","DWS",8,0
"11/15/2017","DWS",9,0
"11/15/2017","DWS",10,0
"11/15/2017","DWS",11,0
"11/15/2017","DWS",12,0
"11/15/2017","DWS",13,0
"11/15/2017","DWS",14,0
"11/15/2017","DWS",15,0
"11/15/2017","DWS",16,0
"11/15/2017","DWS",17,0
"11/16/2017","RWS",1,0
"11/16/2017","RWS",2,0
"11/16/2017","RWS",3,0
"11/16/2017","RWS",4,0
"11/16/2017","RWS",5,0
"11/16/2017","RWS",6,0
"11/16/2017","RWS",7,0
"11/16/2017","RWS",8,0
"11/16/2017","RWS",9,0
"11/16/2017","RWS",10,0
"11/16/2017","RWS",11,0
"11/16/2017","RWS",12,0
"11/16/2017","RWS",13,0
"11/16/2017","RWS",14,0
"11/16/2017","RWS",15,0
"11/16/2017","RWS",16,0
"11/16/2017","RWS",17,0
"11/16/2017","NWS",1,0
"11/16/2017","NWS",2,0
"11/16/2017","NWS",3,0
"11/16/2017","NWS",4,0
"11/16/2017","NWS",5,0
"11/16/2017","NWS",6,0
"11/16/2017","NWS",7,0
"11/16/2017","NWS",8,0
"11/16/2017","NWS",9,0
"11/16/2017","NWS",10,0
"11/16/2017","NWS",11,0
"11/16/2017","NWS",12,0
"11/16/2017","NWS",13,0
"11/16/2017","NWS",14,0
"11/16/2017","NWS",15,0
"11/16/2017","NWS",16,0
"11/16/2017","NWS",17,0
"11/16/2017","DWS",1,0
"11/16/2017","DWS",2,0
"11/16/2017","DWS",3,0
"11/16/2017","DWS",4,0
"11/16/2017","DWS",5,0
"11/16/2017","DWS",6,0
"11/16/2017","DWS",7,0
"11/16/2017","DWS",8,0
"11/16/2017","DWS",9,0
"11/16/2017","DWS",10,0
"11/16/2017","DWS",11,0
"11/16/2017","DWS",12,0
"11/16/2017","DWS",13,0
"11/16/2017","DWS",14,0
"11/16/2017","DWS",15,0
"11/16/2017","DWS",16,0
"11/16/2017","DWS",17,0
"11/17/2017","RWS",1,0
"11/17/2017","RWS",2,0
"11/17/2017","RWS",3,0
"11/17/2017","RWS",4,0
"11/17/2017","RWS",5,0
"11/17/2017","RWS",6,0
"11/17/2017","RWS",7,0
"11/17/2017","RWS",8,0
"11/17/2017","RWS",9,0
"11/17/2017","RWS",10,0
"11/17/2017","RWS",11,0
"11/17/2017","RWS",12,0
"11/17/2017","RWS",13,0
"11/17/2017","RWS",14,0
"11/17/2017","RWS",15,0
"11/17/2017","RWS",16,0
"11/17/2017","RWS",17,0
"11/17/2017","NWS",1,0
"11/17/2017","NWS",2,0
"11/17/2017","NWS",3,0
"11/17/2017","NWS",4,0
"11/17/2017","NWS",5,0
"11/17/2017","NWS",6,0
"11/17/2017","NWS",7,0
"11/17/2017","NWS",8,0
"11/17/2017","NWS",9,0
"11/17/2017","NWS",10,0
"11/17/2017","NWS",11,0
"11/17/2017","NWS",12,0
"11/17/2017","NWS",13,0
"11/17/2017","NWS",14,0
"11/17/2017","NWS",15,0
"11/17/2017","NWS",16,0
"11/17/2017","NWS",17,0
"11/17/2017","DWS",1,0
"11/17/2017","DWS",2,0
"11/17/2017","DWS",3,0
"11/17/2017","DWS",4,0
"11/17/2017","DWS",5,0
"11/17/2017","DWS",6,0
"11/17/2017","DWS",7,0
"11/17/2017","DWS",8,0
"11/17/2017","DWS",9,0
"11/17/2017","DWS",10,0
"11/17/2017","DWS",11,0
"11/17/2017","DWS",12,0
"11/17/2017","DWS",13,0
"11/17/2017","DWS",14,0
"11/17/2017","DWS",15,0
"11/17/2017","DWS",16,0
"11/17/2017","DWS",17,0
"11/18/2017","RWS",1,0
"11/18/2017","RWS",2,0
"11/18/2017","RWS",3,0
"11/18/2017","RWS",4,0
"11/18/2017","RWS",5,0
